Provider,Species,Location,C3C4,Publication,DOI,Number,A,Pci,Tleaf,Qin
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,159,-0.9,4.6,27,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,159,21,19.8,26.9,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,159,21.5,19.5,26.7,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,159,29.7,30.7,26.7,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,159,33.4,60.9,26.6,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,159,34.8,100.4,27.2,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,159,33.3,141.8,27.1,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,160,17.3,20.4,27.2,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,160,17.5,20.4,27.8,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,160,12.6,15.6,27.8,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,160,7.3,11.2,27.8,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,160,1.7,6.9,27.8,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,160,-1.3,4.9,27.9,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,160,16.9,20.7,27.6,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,160,17.2,20.4,27.4,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,160,24.3,31.6,27.3,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,160,28,61.2,27.5,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,160,26.4,102.2,27.4,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,160,25.2,143,27.4,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,161,16.8,20.4,24.8,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,161,16.6,20.2,25.9,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,161,12.5,15,25.8,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,161,7.7,10.4,25.6,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,161,2.7,6.1,25.5,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,161,0.1,4,25.6,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,161,16.5,20.1,25.5,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,161,16.9,19.8,25.6,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,161,23.1,31.2,25.7,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,161,24.6,62.2,25.6,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,161,28,60.4,25.5,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,161,24.5,101.9,26.2,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,161,22.9,143,26.1,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,162,21.6,21,25.2,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,162,21.8,21,25.8,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,162,16,15.9,25.6,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,162,9.5,11.2,25.7,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,162,2.5,6.8,25.6,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,162,-1.2,4.7,25.5,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,162,22.1,20.7,25.3,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,162,22.1,20.7,25.3,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,162,32.1,31.4,25.3,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,162,37.6,60.7,25.1,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,162,44.9,96.5,25.8,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,162,44.6,136.7,25.7,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,163,21.9,21.4,25.7,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,163,21.7,21.4,26.2,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,163,15.9,16.3,26.1,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,163,9.4,11.5,26.1,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,163,2.4,6.8,26.1,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,163,-1.1,4.6,26.1,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,163,21.3,21.7,26,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,163,21.9,21.4,26,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,163,28.9,34,25.9,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,163,30,65.7,25.8,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,163,28.6,106.4,26.3,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,163,30.9,145.5,26.2,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,164,16.9,20.4,26.2,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,164,12.5,15.2,25.7,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,164,7.4,10.7,25.3,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,164,2,6.6,25.3,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,164,-0.8,4.6,25.4,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,164,17.2,19.8,25.2,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,164,17.2,20,25.2,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,164,24.2,31.3,25.3,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,164,28.2,60.9,25.1,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,164,31,97.7,25.8,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,164,31.1,136,25.7,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,165,17.7,23.4,26.8,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,165,13,17.8,26,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,165,7.8,12.4,25.5,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,165,2.1,7.1,25.2,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,165,-0.8,4.5,25.1,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,165,17.8,23.7,24.9,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,165,17.5,23.9,24.8,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,165,23.8,37.1,24.6,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,165,24.9,69.2,24.5,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,165,24.2,110.4,24.4,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,166,12.8,23.1,25.1,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,166,9,17.8,25,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,166,5.1,12.5,25,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,166,0.7,7.6,24.9,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,166,-1.5,5.3,25,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,166,12.9,23.1,24.9,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,166,13.1,22.9,24.9,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,166,18.4,35.2,24.8,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,166,22.6,64.3,24.9,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,166,22.4,113.3,24.8,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,167,12.8,21.2,25,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,167,9.1,16.4,25,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,167,4.9,11.9,25,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,167,0.5,7.8,25.1,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,167,-1.8,5.7,25.1,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,167,12.9,20.8,25.1,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,167,12.8,20.8,25.2,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,167,18.2,31.9,25.1,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,167,21.3,61,25.2,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,167,22.6,99.6,25.3,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,168,23.9,24.5,23.4,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,168,17.9,18.4,23.4,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,168,10.8,12.6,23.8,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,168,2.9,7.2,23.8,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,168,-1.2,4.5,23.9,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,168,23.8,24.4,24,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,168,23.3,24.6,23.9,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,168,29.7,38.8,24,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,168,32.6,70.6,24.2,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,168,31.9,111.9,24.3,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,169,14,24.4,25.9,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,169,9.7,18.6,26.1,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,169,5.1,13.2,26.1,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,169,0.4,7.9,26.1,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,169,-2,5.3,25.9,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,169,13.1,24.4,25.6,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,169,13.2,24.2,25.4,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,169,17.4,37.8,24.9,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,169,19.2,69,24.7,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,169,19.4,109.5,24.8,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,170,17.9,23.6,25.5,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,170,12.8,18.1,25.8,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,170,7.1,12.8,26.3,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,170,1.1,7.6,26.4,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,170,-1.9,5.1,26.6,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,170,18.2,23.7,26.8,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,170,18.4,23.7,27,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,170,26.5,36.3,27,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,170,31.6,66.4,27.3,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,170,32.2,107.1,27.4,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,171,5.6,17.7,29.3,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,171,2.7,14.4,29.5,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,171,0.9,12.6,29.7,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,171,-0.9,11.5,29.9,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,171,-1.7,10.3,30,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,171,4.8,17.1,29.9,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,171,5,17.7,30,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,171,8,24.8,30,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,171,11.4,43.5,30.1,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,171,11.7,71.3,30.4,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,172,15,22,28.7,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,172,10.5,17,28.8,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,172,5.7,12.2,28.9,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,172,0.6,7.7,28.9,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,172,-2.1,5.6,29,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,172,15.1,21.7,29,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,172,15.2,21.7,28.9,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,172,23.1,32.2,29,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,172,32.6,57.7,28.9,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,172,37.2,94.5,28.8,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,173,4.1,16.1,30.6,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,173,2.2,14.5,30.7,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,173,0.6,13.3,30.9,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,173,-1,12.9,31.1,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,173,-1.9,13.1,31.2,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,173,3.3,15.4,31.3,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,173,3.1,16,31.3,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,173,5,20.7,31.3,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,173,7.7,36.5,31.2,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,173,9.1,63.9,31.4,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,174,13,24.1,29.3,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,174,9,18.6,29.4,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,174,4.8,13.2,29.3,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,174,0.2,8,29.5,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,174,-2.1,5.4,29.5,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,174,13.2,24.2,29.5,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,174,13.3,24.1,29.5,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,174,20.1,36.1,29.5,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,174,26.3,64.7,29.5,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,174,27.4,104.4,29.5,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,175,21.8,22.9,28.9,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,175,15.5,17.6,29,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,175,8.6,12.4,29.2,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,175,1.2,7.6,29.5,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,175,-2.5,5.2,29.5,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,175,20.5,23.1,29.5,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,175,21.1,22.6,29.7,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,175,29.7,34.5,29.7,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,175,36.3,63.4,29.8,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,175,37.7,102.3,30,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,176,2,23.7,28.1,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,176,0.9,20.1,28.3,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,176,-0.1,16.9,28.5,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,176,-1.3,14.9,28.6,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,176,-1.9,14.4,28.7,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,176,1.5,23.7,28.8,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,176,1.4,24.1,29,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,176,2.5,34,28.9,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,176,4.1,57.5,29,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,176,4.7,95.7,28.9,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,176,4.7,136,28.8,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,177,7.7,24.9,27.4,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,177,5.3,18.8,27.7,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,177,2.5,13.6,27.8,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,177,-0.6,8.8,27.8,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,177,-2.1,6.4,27.9,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,177,7.9,24,28.1,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,177,7.9,24,28.1,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,177,11.9,35.9,28.2,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,177,14.7,65.6,28.4,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,177,18.2,101.4,29.1,2000
Martin Venturas,Populus tremuloides,,C3,Venturas et al. (2018),https://doi.org/10.1111/nph.15333,177,19.2,138.3,29.3,2000
Haoran Zhou,Chasmanthium latifolium,,C3,,,1239,6.27503558,21.77546466,25.78224182,1998.367676
Haoran Zhou,Chasmanthium latifolium,,C3,,,1239,2.907393172,11.70315159,25.24455833,2001.159302
Haoran Zhou,Chasmanthium latifolium,,C3,,,1239,-0.266105894,5.497331754,25.08833122,1998.093262
Haoran Zhou,Chasmanthium latifolium,,C3,,,1239,1.138230906,7.224551821,24.88793373,1999.205811
Haoran Zhou,Chasmanthium latifolium,,C3,,,1239,2.3622855,9.612874413,24.90697289,2000.76062
Haoran Zhou,Chasmanthium latifolium,,C3,,,1239,3.518490997,12.36541465,24.90893936,1998.906494
Haoran Zhou,Chasmanthium latifolium,,C3,,,1239,5.006318362,19.23493147,24.87279129,1999.321899
Haoran Zhou,Chasmanthium latifolium,,C3,,,1239,6.619803569,26.04995055,24.93417358,1999.978516
Haoran Zhou,Chasmanthium latifolium,,C3,,,1239,7.838818169,33.33243463,25.02023888,2000.333496
Haoran Zhou,Chasmanthium latifolium,,C3,,,1239,8.944930603,40.61032924,24.95029068,1999.970459
Haoran Zhou,Chasmanthium latifolium,,C3,,,1239,8.973187646,49.24477209,24.95356178,1999.518188
Haoran Zhou,Chasmanthium latifolium,,C3,,,1239,9.293588293,56.01072986,24.99660683,1998.573975
Haoran Zhou,Chasmanthium latifolium,,C3,,,1239,9.655971267,70.54685871,25.13573074,2000.26123
